"Returns","Risks","k"
0.000606474023190441,0.000210742294061119,5
0.000606474023190415,0.000210742294061115,5
0.000606474023190405,0.000210742294061097,5
0.00060647402319035,0.000210742294061058,5
0.00060647402319033,0.000210742294061039,5
0.000606474023190315,0.000210742294061027,5
0.000606474023190273,0.000210742294061003,5
0.00060647402319025,0.00021074229406099,5
0.00060647402319024,0.000210742294060974,5
0.000606474023190229,0.000210742294060973,5
0.000606474023190222,0.000210742294060972,5
0.000606474023190221,0.000210742294060967,5
0.000606474023190218,0.000210742294060962,5
0.000606474023190194,0.000210742294060956,5
0.000606474023190193,0.000210742294060953,5
0.000606474023190187,0.000210742294060932,5
0.000606474023190179,0.000210742294060932,5
0.000606474023190171,0.000210742294060926,5
0.000606474023190166,0.000210742294060922,5
0.000606474023190163,0.000210742294060916,5
0.000606474023190153,0.000210742294060915,5
0.000606474023190153,0.000210742294060907,5
0.000606474023190147,0.0002107422940609,5
0.000606474023190142,0.000210742294060898,5
0.000606474023190133,0.000210742294060893,5
0.000606474023190122,0.000210742294060876,5
0.00060647402319011,0.000210742294060874,5
0.0006064740231901,0.00021074229406087,5
0.000606474023190093,0.00021074229406087,5
0.000606474023190092,0.000210742294060868,5
0.000606474023190086,0.000210742294060861,5
0.000606474023190084,0.000210742294060858,5
0.000606474023190076,0.000210742294060856,5
0.000606474023190071,0.000210742294060854,5
0.000606474023190064,0.000210742294060854,5
0.000606474023190064,0.00021074229406085,5
0.000606474023190058,0.000210742294060841,5
0.000606474023190055,0.000210742294060841,5
0.000606474023190052,0.000210742294060839,5
0.000606474023190044,0.000210742294060839,5
0.000606474023190038,0.000210742294060833,5
0.000606474023190031,0.000210742294060832,5
0.000606474023190029,0.000210742294060827,5
0.000606474023190019,0.000210742294060824,5
0.000606474023190016,0.000210742294060821,5
0.000606474023189996,0.000210742294060812,5
0.000606474023189992,0.00021074229406081,5
0.000606474023189985,0.000210742294060803,5
0.000606474023189982,0.000210742294060803,5
0.000606474023189977,0.000210742294060798,5
0.000606474023189972,0.000210742294060787,5
0.000606474023189966,0.000210742294060786,5
0.000606474023189951,0.000210742294060779,5
0.000606474023189944,0.000210742294060777,5
0.000606474023189929,0.000210742294060764,5
0.000606474023189902,0.000210742294060748,5
0.000606474023189879,0.00021074229406072,5
0.000606331610380564,0.000210539221552971,5
0.000606331610380564,0.000210539221552971,5
0.000606331610380563,0.000210539221552971,5
0.000606331610380563,0.000210539221552971,5
0.000606331610380563,0.00021053922155297,5
0.000606331610380563,0.00021053922155297,5
0.000606331610380563,0.00021053922155297,5
0.000606331610380563,0.00021053922155297,5
0.000606331610380563,0.00021053922155297,5
0.000606331610380562,0.00021053922155297,5
0.000606331610380562,0.00021053922155297,5
0.000606331610380562,0.00021053922155297,5
