"Returns","Risks","k"
0.000333469181826856,0.000162960686065192,5
0.00033346918182682,0.000162960686065153,5
0.00033346918182677,0.000162960686065115,5
0.000333469181826761,0.000162960686065105,5
0.000333469181826754,0.000162960686065103,5
0.000333469181826747,0.000162960686065083,5
0.000333469181826741,0.000162960686065083,5
0.000333469181826738,0.000162960686065079,5
0.000333469181826735,0.000162960686065073,5
0.000333469181826732,0.00016296068606507,5
0.00033346918182673,0.000162960686065064,5
0.000333469181826729,0.000162960686065063,5
0.00033346918182672,0.000162960686065061,5
0.000333469181826718,0.000162960686065057,5
0.000333469181826718,0.000162960686065056,5
0.000333469181826716,0.000162960686065052,5
0.000333469181826713,0.000162960686065051,5
0.000333469181826712,0.00016296068606505,5
0.000333469181826711,0.000162960686065049,5
0.000333469181826706,0.000162960686065045,5
0.000333469181826705,0.000162960686065041,5
0.000333469181826701,0.00016296068606504,5
0.0003334691818267,0.000162960686065036,5
0.000333469181826699,0.00016296068606503,5
0.000333469181826695,0.000162960686065028,5
0.000333469181826691,0.000162960686065023,5
0.000333469181826687,0.000162960686065022,5
0.000333469181826685,0.00016296068606502,5
0.000333469181826684,0.000162960686065019,5
0.000333469181826683,0.000162960686065011,5
0.000333469181826675,0.00016296068606501,5
0.000333469181826674,0.000162960686065009,5
0.000333469181826674,0.000162960686065009,5
0.000333469181826672,0.000162960686064995,5
0.000333469181826662,0.000162960686064993,5
0.000333469181826659,0.000162960686064989,5
0.000333469181826653,0.000162960686064989,5
0.000333469181826653,0.000162960686064988,5
0.000333469181826653,0.000162960686064982,5
0.000333469181826645,0.000162960686064976,5
0.000333469181826645,0.000162960686064974,5
0.000333469181826639,0.000162960686064972,5
0.000333469181826635,0.000162960686064968,5
0.000333469181826633,0.000162960686064967,5
0.00033346918182663,0.000162960686064965,5
0.00033346918182663,0.000162960686064965,5
0.000333469181826629,0.000162960686064964,5
0.000333469181826629,0.000162960686064964,5
0.000333469181826628,0.000162960686064964,5
0.000333469181826628,0.000162960686064962,5
0.000333469181826625,0.000162960686064959,5
0.000333469181826625,0.000162960686064958,5
0.000333469181826623,0.000162960686064958,5
0.000333469181826622,0.000162960686064955,5
0.000333469181826621,0.000162960686064952,5
0.000333469181826617,0.000162960686064952,5
0.000333469181826616,0.000162960686064951,5
0.000333469181826615,0.00016296068606495,5
0.000333469181826614,0.000162960686064948,5
0.00033346918182661,0.000162960686064948,5
0.00033346918182661,0.000162960686064947,5
0.00033346918182661,0.000162960686064941,5
0.000333469181826606,0.000162960686064939,5
0.000333469181826604,0.000162960686064937,5
0.000333469181826599,0.000162960686064929,5
0.000333469181826591,0.000162960686064927,5
0.000333469181826591,0.000162960686064921,5
0.000333469181826584,0.000162960686064921,5
0.000333469181826582,0.00016296068606492,5
0.000333469181826582,0.00016296068606492,5
0.000333469181826581,0.000162960686064918,5
0.00033346918182658,0.000162960686064918,5
0.000333469181826578,0.000162960686064907,5
0.000333469181826572,0.000162960686064906,5
0.00033346918182657,0.000162960686064906,5
0.000333469181826566,0.000162960686064906,5
0.000333469181826562,0.000162960686064903,5
0.000333469181826559,0.000162960686064901,5
0.000333469181826557,0.000162960686064899,5
0.000333469181826557,0.000162960686064897,5
0.000333469181826555,0.000162960686064888,5
0.000333469181826547,0.000162960686064883,5
0.000333469181826547,0.000162960686064874,5
0.000333469181826541,0.00016296068606487,5
0.000333469181826522,0.000162960686064852,5
0.000333469181826492,0.000162960686064819,5
0.000333469181826438,0.000162960686064782,5
0.000333460922918231,0.000162940325215353,5
0.00033346092291823,0.000162940325215352,5
0.000333460922918229,0.000162940325215352,5
0.000333460922918229,0.000162940325215351,5
0.000333460922918228,0.000162940325215351,5
0.000333460922918228,0.00016294032521535,5
0.000333460922918228,0.00016294032521535,5
0.000333460922918228,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.000162940325215349,5
0.000333460922918227,0.000162940325215349,5
0.000333460922918227,0.000162940325215349,5
0.000333460922918226,0.000162940325215349,5
0.000333460922918226,0.000162940325215349,5
0.000333460922918226,0.000162940325215349,5
0.000333460922918226,0.000162940325215349,5
0.000333460922918226,0.000162940325215349,5
0.000333460922918226,0.000162940325215349,5
