"Returns","Risks","k"
0.00033346918182682,0.000162960686065153,5
0.000333469181826741,0.000162960686065083,5
0.000333469181826738,0.000162960686065079,5
0.00033346918182673,0.000162960686065074,5
0.000333469181826718,0.000162960686065056,5
0.000333469181826716,0.000162960686065052,5
0.000333469181826713,0.000162960686065051,5
0.000333469181826712,0.00016296068606505,5
0.000333469181826705,0.000162960686065044,5
0.000333469181826701,0.00016296068606504,5
0.000333469181826695,0.000162960686065028,5
0.000333469181826687,0.000162960686065022,5
0.000333469181826684,0.000162960686065019,5
0.00033346918182668,0.000162960686065015,5
0.000333469181826674,0.000162960686065015,5
0.000333469181826673,0.00016296068606501,5
0.000333469181826672,0.000162960686064995,5
0.000333469181826662,0.000162960686064993,5
0.000333469181826659,0.000162960686064989,5
0.000333469181826651,0.000162960686064989,5
0.000333469181826651,0.000162960686064986,5
0.00033346918182665,0.000162960686064984,5
0.000333469181826647,0.000162960686064984,5
0.000333469181826647,0.000162960686064983,5
0.000333469181826645,0.000162960686064983,5
0.000333469181826645,0.000162960686064974,5
0.000333469181826638,0.000162960686064974,5
0.000333469181826637,0.000162960686064974,5
0.000333469181826636,0.000162960686064973,5
0.000333469181826636,0.000162960686064973,5
0.000333469181826635,0.000162960686064972,5
0.000333469181826635,0.000162960686064968,5
0.000333469181826631,0.000162960686064965,5
0.000333469181826629,0.000162960686064964,5
0.000333469181826628,0.000162960686064964,5
0.000333469181826628,0.000162960686064962,5
0.000333469181826625,0.000162960686064958,5
0.000333469181826621,0.000162960686064952,5
0.000333469181826619,0.000162960686064949,5
0.000333469181826614,0.000162960686064948,5
0.000333469181826611,0.000162960686064948,5
0.00033346918182661,0.000162960686064947,5
0.00033346918182661,0.000162960686064941,5
0.000333469181826604,0.000162960686064939,5
0.000333469181826601,0.000162960686064938,5
0.0003334691818266,0.000162960686064938,5
0.000333469181826598,0.000162960686064935,5
0.000333469181826597,0.000162960686064934,5
0.000333469181826597,0.000162960686064933,5
0.000333469181826596,0.000162960686064931,5
0.000333469181826594,0.000162960686064931,5
0.000333469181826591,0.000162960686064931,5
0.000333469181826591,0.000162960686064927,5
0.000333469181826591,0.000162960686064921,5
0.000333469181826582,0.00016296068606492,5
0.000333469181826581,0.000162960686064918,5
0.000333469181826577,0.000162960686064914,5
0.000333469181826577,0.000162960686064913,5
0.000333469181826572,0.000162960686064912,5
0.000333469181826568,0.000162960686064911,5
0.000333469181826564,0.000162960686064909,5
0.000333469181826563,0.000162960686064906,5
0.000333469181826555,0.000162960686064901,5
0.000333469181826555,0.000162960686064888,5
0.000333469181826547,0.000162960686064883,5
0.000333469181826544,0.000162960686064882,5
0.000333469181826541,0.00016296068606487,5
0.00033346918182652,0.000162960686064866,5
0.000333469181826518,0.000162960686064855,5
0.00033346092291823,0.000162940325215352,5
0.000333460922918228,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.00016294032521535,5
0.000333460922918227,0.000162940325215349,5
0.000333460922918226,0.000162940325215349,5
0.000333460922918226,0.000162940325215349,5
0.000333460922918225,0.000162940325215349,5
0.000333460922918225,0.000162940325215348,5
0.000332546891993568,0.000161304065520008,5
0.000332546891993568,0.000161304065520007,5
0.000332546891993567,0.000161304065520007,5
0.000332414706406959,0.000160392026565958,5
0.000332414706406959,0.000160392026565958,5
0.000332414706406958,0.000160392026565958,5
0.000332414706406958,0.000160392026565958,5
0.000332414706406958,0.000160392026565957,5
0.000332414706406958,0.000160392026565957,5
0.000332414706406958,0.000160392026565957,5
0.000332414706406957,0.000160392026565957,5
0.000332414706406957,0.000160392026565957,5
0.000332414706406957,0.000160392026565957,5
0.000332414706406956,0.000160392026565956,5
0.000332414706406956,0.000160392026565956,5
0.000331403357909364,0.000157987053933841,5
0.000331403357909363,0.00015798705393384,5
0.000331403357909362,0.00015798705393384,5
0.000331403357909362,0.000157987053933839,5
0.000331403357909362,0.000157987053933839,5
0.000331403357909362,0.000157987053933839,5
0.000331403357909361,0.000157987053933839,5
0.000331403357909361,0.000157987053933839,5
0.000331403357909361,0.000157987053933839,5
0.000331403357909361,0.000157987053933838,5
0.000331403357909361,0.000157987053933838,5
0.000331403357909361,0.000157987053933838,5
0.00033140335790936,0.000157987053933838,5
0.000331395531408537,0.000157108281408338,5
0.000331395531408537,0.000157108281408337,5
0.000331395531408536,0.000157108281408337,5
0.000331395531408535,0.000157108281408337,5
0.000331395531408535,0.000157108281408336,5
0.000331395531408535,0.000157108281408336,5
